Name,Countries,Stage,Type,Cheque_min,Cheque_max,Industry
Ravi Gururaj,Global,"pre-seed, seed, series+",Solo Angel,25000,250000,Other
"Ravi Gururaj
",Global,"pre-seed, seed",Solo Angel,10000,200000,"IT, Consumer"
Ravi Trivedi,Global,"pre-seed, seed, series+",Solo Angel,50000,150000,Sector Agnostic
Ray Bradford,Global,"pre-seed, seed, series+",Solo Angel,25000,50000,Sector Agnostic
Ray Nolan,Global,"pre-seed, seed, series+",Solo Angel,250000,2000000,Other
"Raymond Tonsing
","Africa, East Asia, Europe, Israel, Latin America, Middle East/North Africa, Oceania, South Asia, Southeast Asia, US/Canada","pre-seed, seed, series++","Multi-stage VC

",1000000,5000000,Consumer
Raymond Wu,Global,"pre-seed, seed, series+",Solo Angel,50000,500000,Sector Agnostic
Realist Ventures,United States,"seed, post revenue, prototype/mvp, pre-seed",VC,100000,500000,"IT, Healthcare"
Rebel One,United States,"prototype/mvp,seed,scaling,series+",Angel network,50000,750000,Sector Agnostic
Rebel One,United States,"pre-seed, seed, prototype/mvp, post revenue",Angel Network,50000,750000,Other
Redbud,United States,"idea,prototype/mvp,seed",VC,50000,200000,IT
Redbud,United States,"idea, prototype/mvp, pre-seed, seed",VC,50000,200000,"IT, Consumer, Fintech"
Reinventure Capital,United States,"scaling,series+",VC,1000000,2000000,Sector Agnostic
Reinventure Capital,United States,post revenue,VC,1000000,2000000,Sector Agnostic
Renaud Deraison,Global,"pre-seed, seed, series+",Solo Angel,250000,750000,Sector Agnostic
Rene Bellack,Global,"pre-seed, seed, series+",Solo Angel,25000,250000,Sector Agnostic
"Renu Satti
",Global,"pre-seed, seed",Solo Angel,50000,150000,"IT, Media, Edtech, Consumer"
Revant Bhate,Global,"pre-seed, seed, series+",Solo Angel,100000,1000000,Sector Agnostic
"Revant Bhate
",Global,"pre-seed, seed",Solo Angel,25000,50000,"IT, Consumer, Fintech"
Ric Calvillo,Global,"pre-seed, seed, series+",Solo Angel,50000,150000,Media
Riccardo Zacconi,Global,"pre-seed, seed, series+",Solo Angel,1000,10000000,Other
"Rich Maloy
","US/Canada

","pre-seed, seed","Seed fund

",100000,500000,"IoT, IT, Healthcare, Fintech, Edtech"
Rich Paret,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,Other
Rich Waldron,Global,"pre-seed, seed, series+",Solo Angel,25000,500000,Sector Agnostic
"Richard Dulude
","Europe, US/Canada

","pre-seed, seed","Seed fund

",1000000,5000000,"IT, Fintech"
Richard Fattal,Global,"pre-seed, seed, series+",Solo Angel,1000,5000000,Other
Richard Goodall,Global,"pre-seed, seed, series+",Solo Angel,10000,20000,Sector Agnostic
"Richard Jhang
","Global

","pre-seed, seed, series+","Multi-stage VC

",100000,500000,"IT, Healthcare, Consumer, Fintech"
Richard Tipper,Global,"pre-seed, seed, series+",Solo Angel,50000,500000,IT
Richard Verney,Global,"pre-seed, seed, series+",Solo Angel,100000,200000,Consumer
"Rico Mallozzi
",Global,"seed, series+","Multi-stage VC

",1000000,5000000,"Consumer, Fintech, IoT"
"Rishabh Mariwala
",Global,"pre-seed, seed",Solo Angel,100000,200000,Consumer
Rishi Narayan,Global,"pre-seed, seed, series+",Solo Angel,10000,100000,Other
"Ritesh Malik
",Global,"pre-seed, seed",Solo Angel,25000,50000,"IT, Consumer, Media, Fintech, Edtech"
RiverPark Ventures,United States,"seed,scaling",VC,500000,1000000,IT
RiverPark Ventures,United States,"seed, post revenue",VC,500000,1000000,Consumer
Rob Walling,Global,"pre-seed, seed, series+",Solo Angel,250000,1000000,Sector Agnostic
Robert Gall,Global,"pre-seed, seed, series+",Solo Angel,1000,2000000,Sector Agnostic
Robert Gaydos,Global,"pre-seed, seed, series+",Solo Angel,50000,250000,Other
Robert Gentz,Global,"pre-seed, seed, series+",Solo Angel,250000,750000,Sector Agnostic
Robert Gryn,Global,"pre-seed, seed, series+",Solo Angel,50000,1000000,IT
Robert Johnston,Global,"pre-seed, seed, series+",Solo Angel,100000,200000,Other
Robert Munoz,Global,"pre-seed, seed, series+",Solo Angel,10000,20000,Sector Agnostic
"Robert Wesley
","US/Canada

","pre-seed, seed, series++","Multi-stage VC

",100000,500000,"IT, Healthcare, Fintech"
"Roberto Sanabria
","Latin America, US/Canada

","pre-seed, seed","Seed fund

",500000,5000000,Healthcare
Robin Knox,Global,"pre-seed, seed, series+",Solo Angel,100000,200000,Consumer
Robyn Peterson,Global,"pre-seed, seed, series+",Solo Angel,250000,5000000,Other
Rodrigo Dantas,Global,"pre-seed, seed, series+",Solo Angel,100000,2000000,Other
Roger Bamford,Global,"pre-seed, seed, series+",Solo Angel,25000,125000,Sector Agnostic
Roger Casals,Global,"pre-seed, seed, series+",Solo Angel,10000,200000,Consumer
"Roger Dickey
","China, East Asia, Southeast Asia, US/Canada

","pre-seed, seed, series+","Full-time operator, Angel

",20000,50000,Consumer
Rohan Monga,Global,"pre-seed, seed, series+",Solo Angel,10000,100000,Sector Agnostic
"Rohit Chanana
",Global,"pre-seed, seed",Solo Angel,50000,1000000,"IT, Consumer, Media, Fintech, Edtech"
"Rohit Kapoor
",Global,"pre-seed, seed",Solo Angel,50000,150000,Consumer
"Rohit Kumar Bansal
",Global,"pre-seed, seed",Solo Angel,100000,200000,"IT, Consumer, Edtech, Fintech"
"Rohit M A
",Global,"pre-seed, seed",Solo Angel,10000,50000,"IT, Media, Consumer, Fintech"
"Rohit Raj
",Global,"pre-seed, seed",Solo Angel,25000,250000,"IT, Consumer"
Roi Tiger,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,Sector Agnostic
Roland Schemers,Global,"pre-seed, seed, series+",Solo Angel,25000,50000,Sector Agnostic
Romain Afflelou,Global,"pre-seed, seed, series+",Solo Angel,10000,30000,Other
Roman Saini,Global,"pre-seed, seed, series+",Solo Angel,25000,75000,Sector Agnostic
Ron Rubbico,Global,"pre-seed, seed, series+",Solo Angel,500000,2000000,Sector Agnostic
Ron Zuckerman,Global,"pre-seed, seed, series+",Solo Angel,100000,300000,Other
Ronald Rock,Global,"pre-seed, seed, series+",Solo Angel,250000,2000000,Sector Agnostic
Ronan Harris,Global,"pre-seed, seed, series+",Solo Angel,25000,500000,Sector Agnostic
"Roots Ventures
",Global,"seed, series+",VC,10000,20000,"IT, Consumer, Fintech"
Roy Rodenstein,Global,"pre-seed, seed, series+",Solo Angel,100000,200000,Media
RTP Global,United States,"post revenue, seed",VC,1000000,15000000,IT
"RTP Global
",Global,"pre-seed, seed",VC,10000,30000,"IT, Consumer, Fintech"
Rubin Ritter,Global,"pre-seed, seed, series+",Solo Angel,250000,750000,Sector Agnostic
"Ruchi Kalra
",Global,"pre-seed, seed",Solo Angel,250000,2000000,"IT, Consumer, Fintech"
Rukam Capital,India,"seed,scaling,prototype/mvp",VC,50000,1000000,Sector Agnostic
Russell Smith,Global,"pre-seed, seed, series+",Solo Angel,25000,75000,Fintech
Ryan Chan,Global,"pre-seed, seed, series+",Solo Angel,10000,50000,Sector Agnostic
Ryan Finley,Global,"pre-seed, seed, series+",Solo Angel,50000,150000,Other
Ryan Hubbard,Global,"pre-seed, seed, series+",Solo Angel,250000,5000000,Sector Agnostic
"Saama Capital
",Global,pre-seed,VC,1000,3000000,"IT, Consumer, Edtech, Fintech"
"Saar Gur
","US/Canada

","seed, series+","Multi-stage VC

",1000000,15000000,"IT, Consumer"
"Sachin Bansal
",Global,"pre-seed, seed",Solo Angel,1000000,2000000,"IT, Media, Consumer"
"Sachin Bhatia
",Global,"pre-seed, seed",Solo Angel,250000,1000000,"IT, Consumer, Fintech"
Sachin Sutariya,India,"prototype/mvp,seed,scaling",Solo angel,5000,50000,Sector Agnostic
Sachin Sutariya,India,"prototype/mvp, post revenue, pre-seed, seed",Solo Angel,5000,50000,Other
Safar Patners,United States,"seed, prototype/mvp, post revenue, pre-seed",VC,100000,20000000,Edtech
Safar Patners,United States,"prototype/mvp, pre-seed, post revenue, seed",VC,100000,20000000,Edtech
Sagi Solomon,Global,"pre-seed, seed, series+",Solo Angel,500000,10000000,Sector Agnostic
"Sahil Barua
",Global,"pre-seed, seed",Solo Angel,1000,5000000,"Media, Consumer"
"Sahil Lavingia
",Global,"pre-seed, seed","Full-time operator, Angel

",100000,250000,IT
"SAIF/Elevation
",Global,"seed, series+",VC,2,5,"IT, Consumer, Edtech, Fintech"
"Sam Campbell
","East Asia, Israel, US/Canada

","seed, series++","Multi-stage VC

",100000,500000,"Healthcare, Fintech"
Sam Hodges,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,Other
Sam Kassoumeh,Global,"pre-seed, seed, series+",Solo Angel,1000,2000000,IT
Sam Osman,Global,"pre-seed, seed, series+",Solo Angel,250000,1000000,Sector Agnostic
"Sameer Brij Verma
",Global,"pre-seed, seed",Solo Angel,10000,50000,"Edtech, Consumer"
"Sameer Mehta
",Global,"pre-seed, seed",Solo Angel,250000,750000,"IT, Consumer"
Sameer Nigam,Global,"pre-seed, seed, series+",Solo Angel,100000,300000,Sector Agnostic
Samir Hanna,Global,"pre-seed, seed, series+",Solo Angel,10000,30000,Other
"Samit Kalra
","Europe, Latin America, US/Canada

",seed,"Seed fund

",500000,1000000,"IT, Healthcare, Fintech"
Sampo Parkkinen,Global,"pre-seed, seed, series+",Solo Angel,1000,20000000,Sector Agnostic
"Sandeep Aggarwal
",Global,"pre-seed, seed",Solo Angel,250000,1000000,"Edtech, Fintech"
"Sandeep Bhadra
","US/Canada

","pre-seed, seed, series+","Seed fund

",1000000,5000000,"IT, Fintech"
"Sandeep Nailwal
",Global,"pre-seed, seed",Solo Angel,25000,125000,"IT, Media, Consumer, Fintech"
"Sandeep Singhal
",Global,"pre-seed, seed",Solo Angel,500000,1000000,IT
"Sandeep Tandon
",Global,"pre-seed, seed",Solo Angel,500000,1000000,"IT, Edtech, Fintech"
Sanjay Chadda,Global,"pre-seed, seed, series+",Solo Angel,25000,125000,Sector Agnostic
Sanjay Mehrotra,Global,"pre-seed, seed, series+",Solo Angel,100000,500000,Other
"Sanjay Mehta
",Global,"pre-seed, seed",Solo Angel,10000,200000,"IT, Consumer"
Sanjay Sathe,Global,"pre-seed, seed, series+",Solo Angel,10000,100000,Other
Sanjeev Barnwal,Global,"pre-seed, seed, series+",Solo Angel,250000,500000,Sector Agnostic
"Sara Choi
","Israel, US/Canada

","pre-seed, seed, series+","Multi-stage VC

",250000,10000000,Healthcare
Sara Clemens,Global,"pre-seed, seed, series+",Solo Angel,10000,30000,Sector Agnostic
Sarah Friar,Global,"pre-seed, seed, series+",Solo Angel,1000,10000000,Sector Agnostic
Saran Chari,Global,"pre-seed, seed, series+",Solo Angel,50000,1000000,Sector Agnostic
"Satya Patel
","Latin America, US/Canada

","pre-seed, seed","Seed fund

",200000,2000000,"IT, Fintech"
"Saurabh Aggarwal
",Global,"pre-seed, seed",Solo Angel,90000,350000,"IT, Media, Edtech, Fintech"
"Saurabh Garg
",Global,"pre-seed, seed",Solo Angel,50000,250000,"Edtech, Fintech"
Sayli Karanjkar,Global,"pre-seed, seed, series+",Solo Angel,250000,5000000,Other
"Sayli Karanjkar
",Global,"pre-seed, seed",Solo Angel,25000,500000,"IT, Fintech"
Scott Beattie,Global,"pre-seed, seed, series+",Solo Angel,50000,1000000,Other
"Scott Belsky
",Global,"pre-seed, seed, series+","Full-time operator, Angel

",50000,100000,"IT, Healthcare, Consumer, Fintech, Media, Edtech"
Scott Cohen,Global,"pre-seed, seed, series+",Solo Angel,250000,750000,Sector Agnostic
Scott Crosby,Global,"pre-seed, seed, series+",Solo Angel,1000,20000000,Fintech
Scott Dietzen,Global,"pre-seed, seed, series+",Solo Angel,100000,2000000,Sector Agnostic
Scott Heimes,Global,"pre-seed, seed, series+",Solo Angel,10000,50000,Sector Agnostic
Scott Ryan,Global,"pre-seed, seed, series+",Solo Angel,50000,250000,IT
Sean Cornwell,Global,"pre-seed, seed, series+",Solo Angel,500000,10000000,Other
Sean Tomlinson,Global,"pre-seed, seed, series+",Solo Angel,10000,30000,Sector Agnostic
Sebastian Diemer,Global,"pre-seed, seed, series+",Solo Angel,500000,5000000,Other
"Seeders
",Global,pre-seed,VC,500000,2000000,"Consumer, Fintech"
"Seema Amble
",Global,"seed, series++","Multi-stage VC

",500000,40000000,"IT, Fintech"
"Sequoia/Surge (India)
",Global,"seed, series+",VC,250000,500000,"IT, Consumer, Fintech"
Serge Milbank,Global,"pre-seed, seed, series+",Solo Angel,100000,300000,Consumer
Sergio Mottola,Global,"pre-seed, seed, series+",Solo Angel,500000,5000000,Other
"Sergio Romo
","Latin America, US/Canada

","pre-seed, seed, series+","Seed fund

",50000,1000000,"IoT, IT, Consumer, Fintech, Edtech"
"Seth Bannon
",Global,"pre-seed, seed","Seed fund

",500000,1000000,"Consumer, Healthcare, Edtech, Fintech"
"Severin Hacker
","Europe, US/Canada

","pre-seed, seed","Full-time operator, Angel

",50000,50000,"IT, Healthcare, Consumer, Fintech, Media, Edtech"
Shailendra Singh,Global,"pre-seed, seed, series+",Solo Angel,25000,75000,Sector Agnostic
Shan-Lyn ,Global,"pre-seed, seed, series+",Solo Angel,100000,2000000,Sector Agnostic
"Shane Mac
",Global,"pre-seed, seed, series+","Full-time operator, Angel

",50000,100000,IT
ShangBay Capital,United States,"idea, pre-seed, seed, prototype/mvp, post revenue",VC,100000,1000000,Healthcare
Sharad Sanghi,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,IT
"Sharad Sharma
",Global,"pre-seed, seed",Solo Angel,10000,50000,"IT, Consumer, Edtech, Fintech"
"Shashvat Nakrani
",Global,"pre-seed, seed",Solo Angel,25000,250000,"IT, Consumer, Fintech"
"Sheel Mohnot
",Global,"pre-seed, seed","Seed fund

",250000,500000,"IT, Fintech"
Shelby Bonnie,Global,"pre-seed, seed, series+",Solo Angel,1000,2000000,IT
Shou Chew,Global,"pre-seed, seed, series+",Solo Angel,250000,2000000,Other
"Shrishti Sahu
",Global,"pre-seed, seed",Solo Angel,1000,10000000,"IT, Consumer, Media, Fintech, Edtech"
"Shruti Gandhi
","US/Canada

",pre-seed,"Seed fund

",1000000,1000000,IT
"Shubham Gupta
",Global,"pre-seed, seed",Solo Angel,50000,1000000,"Edtech, Consumer"
Simon Anderson,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,Sector Agnostic
Simon Borrero,Global,"pre-seed, seed, series+",Solo Angel,100000,2000000,IT
Simon Hook,Global,"pre-seed, seed, series+",Solo Angel,10000,200000,IT
Simon Jacobs,Global,"pre-seed, seed, series+",Solo Angel,1000,3000000,Other
Sinarmas Technology,India,"seed,scaling,series+,prototype/mvp",VC,200000,10000000,IT
"Siqi Chen
",Global,"seed, series++",Solo Angel,50000,100000,"IT, Fintech"
"Sixth sense ventures
",Global,seed,VC,1000,20000000,"IT, Media, Edtech, Consumer"
"Social Alpha
",Global,"pre-seed, seed",VC,10000,50000,Consumer
Sohaib Abbasi,Global,"pre-seed, seed, series+",Solo Angel,50000,500000,Sector Agnostic
"Sohail Prasad
",Global,"pre-seed, seed, series++",Solo Angel,100000,500000,"IT, Fintech"
"Sorabh Agarwal
",Global,"pre-seed, seed",Solo Angel,500000,1000000,"Media, Consumer, Fintech"
"Soraya Darabi
",Global,pre-seed,"Pre-seed fund

",10000,20000,"IT, Healthcare, Consumer, Fintech, Edtech"
SpringTime Ventures,United States,"prototype/mvp,seed",VC,500000,700000,Sector Agnostic
SpringTime Ventures,United States,"pre-seed, prototype/mvp, seed",VC,500000,700000,"Healthcare, Fintech"
Sputnik ATX,United States,"pre-seed, prototype/mvp",VC,100000,100000,Sector Agnostic
"Sriharsha Majety
",Global,"pre-seed, seed",Solo Angel,1000,2000000,"IT, Consumer, Fintech"
Srinath Ramakkrushnan,Global,"pre-seed, seed",Solo Angel,1000,20000000,Consumer
"Srinivas Anumolu
",Global,"pre-seed, seed",Solo Angel,1000,5000000,"IT, Consumer, Media, Fintech, Edtech"
Stanley Fink,Global,"pre-seed, seed, series+",Solo Angel,500000,2000000,Other
Startup Sherpas,India,"seed,scaling,prototype/mvp","Incubator, Accelerator",50000,50000,Sector Agnostic
Startup Sherpas,India,"seed, prototype/mvp, post revenue","Incubator, Accelerator
",50000,50000,Consumer
Stefan Jeschonnek,Global,"pre-seed, seed, series+",Solo Angel,100000,500000,Other
Stefan Peukert,Global,"pre-seed, seed, series+",Solo Angel,50000,500000,Sector Agnostic
Stefan Rothlehner,Global,"pre-seed, seed, series+",Solo Angel,1000,2000000,IT
Stephan Schambach,Global,"pre-seed, seed, series+",Solo Angel,1000,2000000,Sector Agnostic
"Stephanie Zhan
",Global,"pre-seed, seed, series+","Multi-stage VC

",100000,10000000,Consumer
Stephen Blum,Global,"pre-seed, seed, series+",Solo Angel,100000,1000000,Sector Agnostic
Stephen Bryen,Global,"pre-seed, seed, series+",Solo Angel,100000,2000000,Other
Stephen Chau,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,Sector Agnostic
"Stephen Schmalhofer
","US/Canada

","pre-seed, seed, series++","Multi-stage VC

",1000000,5000000,"IoT, IT, Healthcare, Fintech, Consumer, Edtech"
Steve Goodman,Global,"pre-seed, seed, series+",Solo Angel,500000,5000000,IT
Steve Huffman,Global,"pre-seed, seed, series+",Solo Angel,50000,250000,Sector Agnostic
Steve Norall,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,Sector Agnostic
Steve Weber,Global,"pre-seed, seed, series+",Solo Angel,25000,500000,IT
Steve Weston,Global,"pre-seed, seed, series+",Solo Angel,500000,10000000,Fintech
"Steven Lee
","US/Canada

","seed, series+","Seed fund

",100000,500000,"IoT, IT, Healthcare, Fintech, Consumer, Edtech"
Strange Ventures,United States,"idea,prototype/mvp,seed",VC,100000,500000,IT
Strange Ventures,United States,"idea, pre-seed, prototype/mvp, seed",VC,100000,500000,IT
"Stu Smith
",Global,"pre-seed, seed, series+","Seed fund

",50000,50000,"IT, Healthcare, Consumer, Fintech, Edtech"
Stuart Coulson,Global,"pre-seed, seed, series+",Solo Angel,1000,5000000,Sector Agnostic
Stuart Marks,Global,"pre-seed, seed, series+",Solo Angel,100000,2000000,Other
"SucSEED ventures
",Global,"seed, series+",VC,1000,10000000,"IT, Consumer, Media, Fintech, Edtech"
Sudheesh Nair,Global,"pre-seed, seed, series+",Solo Angel,500000,1000000,Sector Agnostic
"Suhail Sameer
",Global,"pre-seed, seed",Solo Angel,25000,500000,"Media, Consumer, Fintech"
"Sujeet Kumar
",Global,"pre-seed, seed",Solo Angel,500000,1000000,"IT, Consumer, Media, Fintech, Edtech"
"Sumit Jain
",Global,"pre-seed, seed",Solo Angel,10000,30000,"IT, Consumer, Edtech, Fintech"
Sunil Kalra,Global,"pre-seed, seed, series+",Solo Angel,50000,150000,Other
Sunil Paul,Global,"pre-seed, seed, series+",Solo Angel,10000,100000,Consumer
Supplu Change Capital,United States,"idea, pre-seed, prototype/mvp, seed",VC,500000,1000000,Other
"Surojit Chatterjee
",Global,"pre-seed, seed",Solo Angel,1000,20000000,"IT, Consumer, Fintech"
"Susan Liu
","Europe, Israel, US/Canada

","seed, series++","Multi-stage VC

",1000000,5000000,"IT, Fintech"
Svetozar Georgiev,Global,"pre-seed, seed, series+",Solo Angel,10000,50000,Sector Agnostic
Sway Ventures,United States,"seed,scaling",VC,250000,5000000,Sector Agnostic
Sway Ventures,United States,"seed, post revenue",VC,250000,5000000,"Consumer, Fintech"
"Sweta Rau
",Global,"pre-seed, seed",Solo Angel,25000,125000,"IT, Consumer, Edtech, Fintech"
"T.V. Mohandas Pai
",Global,"pre-seed, seed",Solo Angel,50000,500000,"IT, Media, Consumer"
Taavi Madiberk,Global,"pre-seed, seed, series+",Solo Angel,250000,1000000,Other
Taj Ahmad-Eldridge,Global,"pre-seed, seed, series+",Solo Angel,10000,100000,Other
Taku Harada,Global,"pre-seed, seed, series+",Solo Angel,250000,5000000,Sector Agnostic
Tatiana Jama,Global,"pre-seed, seed, series+",Solo Angel,100000,200000,Sector Agnostic
Taylor Cavanah,Global,"pre-seed, seed, series+",Solo Angel,50000,150000,Sector Agnostic
"Techstars
",Global,"pre-seed, seed",VC,500000,5000000,"IT, Consumer, Media, Fintech, Edtech"
"Teddy Blank
","US/Canada

","pre-seed, seed","Seed fund

",100000,500000,"IT, Healthcare, IoT"
Teddy Downey,Global,"pre-seed, seed, series+",Solo Angel,1000,10000000,Other
TenOneTen Ventures,United States,seed,VC,250000,1000000,Sector Agnostic
TenOneTen Ventures,United States,seed,VC,250000,1500000,Sector Agnostic
"Terrence Rohan
","US/Canada

","pre-seed, seed, series++","Multi-stage VC

",100000,1000000,"IT, Consumer"
Thanos Triant,Global,"pre-seed, seed, series+",Solo Angel,25000,250000,Sector Agnostic
"The Chennai Angels
",Global,pre-seed,VC,250000,2000000,"IT, Consumer, Media, Fintech, Edtech"
